smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,elements_lists
CC,CC,0,0,8,8,11179,370K,502909,7,12457868,avtz,0.29298,-0.54392,-0.52113,-0.41461,-0.51517,-0.15933,-0.15945,-0.77207,-0.79613,-0.02406,0.29271,-0.5537,-0.5264,-0.7874,0.29298,-0.54392,-0.52113,-0.77207,-0.56084,-0.53025,-0.79838,-0.82244,-0.12031,0.32093,0.0058,-0.14321,0.00667,-0.11617,0.40501,0.40484,-0.01896,0.01957,-1.11807,0.01258,0.02681,-0.01506,-0.80429,-0.8078,-0.84908,-0.74673,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 15.87299 0.5957 1.91263 16.60572 1.53648 1.03775 15.81538 0.90782 2.96898 16.31366 -0.41446 1.86779 14.85003 0.5518 1.50246 16.4909 2.55394 1.44786 16.18313 1.518 0.01908 17.68159 1.30114 0.97663,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,8,12457875,avtz,0.2124,-0.4693,-0.45131,-0.35682,-0.44635,-0.13828,-0.13842,-0.7082,-0.72905,-0.02085,0.21226,-0.47696,-0.45564,-0.72033,0.2124,-0.4693,-0.45131,-0.7082,-0.48254,-0.4588,-0.72908,-0.74993,-0.08391,0.23196,0.0043,-0.10096,0.00498,-0.08065,0.28531,0.28523,-0.01238,0.01253,-0.95857,0.00893,0.0199,-0.00945,-0.73438,-0.73566,-0.77301,-0.68493,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 15.91891 0.52854 1.97078 16.65164 1.46932 1.0959 15.8613 0.84066 3.02712 16.35957 -0.48162 1.92593 14.89595 0.48464 1.56061 16.53681 2.48678 1.50601 16.22904 1.45084 0.07723 17.72751 1.23398 1.03478,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,9,12457883,avtz,0.15396,-0.40583,-0.39166,-0.30772,-0.38744,-0.12018,-0.12034,-0.64353,-0.66138,-0.01785,0.15391,-0.41184,-0.39523,-0.65316,0.15396,-0.40583,-0.39166,-0.64353,-0.41622,-0.39783,-0.66015,-0.67799,-0.05817,0.16772,0.00317,-0.0708,0.00371,-0.05563,0.20075,0.2007,-0.00813,0.00802,-0.82451,0.00631,0.01475,-0.00669,-0.66513,-0.66401,-0.6973,-0.61241,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 15.96482 0.46138 2.02892 16.69755 1.40216 1.15404 15.90721 0.7735 3.08527 16.40549 -0.54878 1.98408 14.94187 0.41748 1.61875 16.58273 2.41962 1.56416 16.27496 1.38368 0.13538 17.77342 1.16682 1.09293,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,10,12457890,avtz,0.11163,-0.35179,-0.34063,-0.26598,-0.33695,-0.10461,-0.10478,-0.58079,-0.59591,-0.01512,0.11162,-0.35649,-0.34357,-0.58843,0.11163,-0.35179,-0.34063,-0.58079,-0.35992,-0.34571,-0.59401,-0.60913,-0.03998,0.12137,0.00234,-0.04928,0.00276,-0.03808,0.14118,0.14115,-0.00538,0.00514,-0.71152,0.00444,0.01092,-0.00563,-0.59893,-0.59683,-0.62686,-0.55142,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.01074 0.39422 2.08707 16.74347 1.335 1.21219 15.95313 0.70634 3.14342 16.4514 -0.61594 2.04223 14.98778 0.35032 1.6769 16.62865 2.35246 1.62231 16.32088 1.31652 0.19353 17.81934 1.09966 1.15107,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,11,12457897,avtz,0.08098,-0.30569,-0.29692,-0.23043,-0.29364,-0.09121,-0.09139,-0.52162,-0.53431,-0.01269,0.081,-0.30937,-0.29933,-0.5277,0.08098,-0.30569,-0.29692,-0.52162,-0.31205,-0.30109,-0.53214,-0.54483,-0.02722,0.08793,0.00172,-0.03402,0.00205,-0.02583,0.0993,0.09929,-0.0036,0.0033,-0.61598,0.00312,0.00807,-0.00549,-0.53711,-0.53475,-0.5615,-0.49801,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.05666 0.32705 2.14522 16.78939 1.26784 1.27034 15.99904 0.63918 3.20157 16.49732 -0.6831 2.10038 15.0337 0.28316 1.73505 16.67456 2.2853 1.68045 16.36679 1.24936 0.25167 17.86525 1.0325 1.20922,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,15,12457904,avtz,0.0228,-0.17877,-0.1754,-0.13314,-0.17303,-0.05376,-0.05391,-0.33137,-0.33712,-0.00575,0.02281,-0.18013,-0.17648,-0.3338,0.0228,-0.17877,-0.1754,-0.33137,-0.18111,-0.17727,-0.33557,-0.34132,-0.00494,0.02474,0.0005,-0.00675,0.00062,-0.00465,0.0247,0.0247,-0.00083,0.00057,-0.35699,0.00074,0.00234,-0.00686,-0.34097,-0.3351,-0.35456,-0.31082,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.24032 0.05841 2.37781 16.97305 0.99919 1.50293 16.18271 0.37053 3.43416 16.68098 -0.95174 2.33297 15.21736 0.01452 1.96764 16.85823 2.01666 1.91304 16.55046 0.98071 0.48426 18.04892 0.76386 1.44181,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,20,12457909,avtz,0.00512,-0.09679,-0.09569,-0.07106,-0.09391,-0.02912,-0.02922,-0.18736,-0.18897,-0.00161,0.00511,-0.09713,-0.09606,-0.18809,0.00512,-0.09679,-0.09569,-0.18736,-0.09738,-0.09633,-0.1886,-0.19021,0.00013,0.00554,0.0001,-0.0001,0.00014,0.00014,0.00466,0.00466,-0.0002,7e-05,-0.19258,0.00012,0.00046,-0.00616,-0.19348,-0.19287,-0.20282,-0.17947,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.4699 -0.27739 2.66855 17.20263 0.66339 1.79367 16.41229 0.03473 3.7249 16.91056 -1.28755 2.62371 15.44694 -0.32128 2.25838 17.08781 1.68085 2.20378 16.78004 0.64491 0.775 18.2785 0.42805 1.73255,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,25,12457917,avtz,0.0014,-0.05554,-0.05512,-0.04027,-0.05379,-0.01665,-0.01671,-0.10926,-0.10931,-5e-05,0.00139,-0.05561,-0.05524,-0.10946,0.0014,-0.05554,-0.05512,-0.10926,-0.05566,-0.05533,-0.10961,-0.10966,0.00052,0.00147,2e-05,0.00057,3e-05,0.00051,0.00094,0.00094,-8e-05,1e-05,-0.11051,2e-05,9e-05,-0.00413,-0.11314,-0.11239,-0.11904,-0.10456,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.69948 -0.6132 2.95929 17.43221 0.32759 2.08441 16.64187 -0.30107 4.01563 17.14015 -1.62335 2.91444 15.67652 -0.65709 2.54912 17.31739 1.34505 2.49452 17.00962 0.30911 1.06574 18.50808 0.09225 2.02329,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,30,12457924,avtz,0.00048,-0.0335,-0.03331,-0.02401,-0.03237,-0.00999,-0.01003,-0.06633,-0.0659,0.00044,0.00047,-0.03351,-0.03336,-0.06639,0.00048,-0.0335,-0.03331,-0.06633,-0.03351,-0.03339,-0.06643,-0.06599,0.00036,0.00048,0.0,0.00043,1e-05,0.00034,0.00019,0.00019,-4e-05,0.0,-0.06674,0.0,2e-05,-0.00245,-0.06868,-0.06774,-0.07277,-0.06236,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 16.92906 -0.949 3.25002 17.66179 -0.00822 2.37514 16.87145 -0.63688 4.30637 17.36973 -1.95915 3.20518 15.9061 -0.99289 2.83985 17.54697 1.00925 2.78526 17.2392 -0.0267 1.35648 18.73766 -0.24356 2.31403,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,35,12457930,avtz,0.00018,-0.02108,-0.02099,-0.01497,-0.02031,-0.00626,-0.00629,-0.04188,-0.04136,0.00052,0.00018,-0.02108,-0.02101,-0.04191,0.00018,-0.02108,-0.02099,-0.04188,-0.02108,-0.02102,-0.04192,-0.0414,0.00022,0.00018,0.0,0.00028,0.0,0.00018,4e-05,4e-05,-2e-05,0.0,-0.04206,0.0,0.0,-0.00145,-0.04332,-0.04212,-0.04624,-0.03787,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 17.15864 -1.2848 3.54076 17.89137 -0.34402 2.66588 17.10103 -0.97268 4.59711 17.59931 -2.29496 3.49592 16.13568 -1.3287 3.13059 17.77655 0.67344 3.076 17.46878 -0.3625 1.64722 18.96724 -0.57936 2.60477,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CC,CC,0,0,8,8,11179,370K,502909,40,12457937,avtz,7e-05,-0.01375,-0.0137,-0.00969,-0.01322,-0.00407,-0.00409,-0.02738,-0.02691,0.00047,7e-05,-0.01375,-0.01371,-0.02739,7e-05,-0.01375,-0.0137,-0.02738,-0.01375,-0.01371,-0.02739,-0.02693,0.0001,7e-05,0.0,0.00014,0.0,8e-05,1e-05,1e-05,-1e-05,0.0,-0.02746,0.0,0.0,-0.00096,-0.02835,-0.0275,-0.03066,-0.02435,14.50239 3.97589 -1.89224 13.95602 4.19064 -0.46964 13.88006 3.21754 -2.39645 15.55278 3.64001 -1.91391 14.42441 4.92341 -2.45147 13.75643 3.21491 0.00443 13.01012 4.75535 -0.52414 14.66436 4.75105 0.16345 17.38822 -1.62061 3.8315 18.12095 -0.67982 2.95662 17.33061 -1.30848 4.88785 17.82889 -2.63076 3.78666 16.36526 -1.6645 3.42133 18.00613 0.33764 3.36674 17.69836 -0.6983 1.93796 19.19682 -0.91516 2.8955,C C H H H H H H C C H H H H H H,"['C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-10,4895451,avdz,47.43581,-4.89959,-6.84536,-2.88506,-6.67362,-1.66134,-1.75846,35.69086,36.21579,0.52493,47.54144,-7.73893,-8.21947,31.58304,47.66209,-6.99137,-7.95881,32.71191,-8.28445,-8.40969,30.84731,31.37224,-30.648,56.46569,0.4316,-34.68207,0.48405,-30.3885,82.84332,81.27829,-21.59447,21.79829,-23.79443,1.83536,2.43638,-5.97216,27.16379,31.22116,30.76991,31.76526,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.46022 -0.74326 2.89606 1.16558 0.27248 1.79784 2.36506 1.114 1.45072 2.81342 1.81722 2.51079 3.39784 0.36579 1.01159 2.08184 2.00381 0.47887 0.55159 -1.33063 3.11051 1.77723 -0.23489 3.82217 2.26037 -1.43479 2.58276 0.84474 -0.22509 0.86246 0.3626 0.97233 2.0993,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-9,4895461,avdz,34.88787,-4.36216,-5.93587,-2.67323,-5.81801,-1.47499,-1.55982,24.58985,24.92164,0.33179,35.02892,-6.67415,-7.07363,21.28113,35.12475,-6.06985,-6.85875,22.19615,-7.11514,-7.23043,20.68335,21.01514,-22.94081,41.46351,0.33586,-26.10339,0.38076,-22.70525,60.93905,60.01737,-15.12069,15.29832,-19.87391,1.38354,1.89257,-4.2102,17.60343,20.92096,20.52081,21.40043,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.52472 -0.79063 2.8361 1.23008 0.22511 1.73788 2.42956 1.06663 1.39076 2.87792 1.76985 2.45082 3.46234 0.31843 0.95162 2.14635 1.95644 0.41891 0.61609 -1.378 3.05054 1.84173 -0.28225 3.7622 2.32487 -1.48216 2.5228 0.90924 -0.27246 0.80249 0.4271 0.92496 2.03933,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-8,4895468,avdz,25.44288,-3.88331,-5.15023,-2.46551,-5.07057,-1.30879,-1.38394,16.40933,16.598,0.18868,25.59196,-5.75926,-6.09012,13.74258,25.6633,-5.27219,-5.9134,14.4777,-6.11468,-6.21908,13.25819,13.44687,-17.19219,30.25706,0.25998,-19.64469,0.29804,-16.99599,44.67058,44.13114,-10.60401,10.70005,-16.6173,1.03826,1.46253,-2.97922,10.6749,13.3584,13.00555,13.80233,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.58922 -0.83799 2.77613 1.29458 0.17774 1.67791 2.49406 1.01926 1.33079 2.94242 1.72248 2.39086 3.52684 0.27106 0.89165 2.21085 1.90907 0.35894 0.68059 -1.42536 2.99058 1.90623 -0.32962 3.70223 2.38938 -1.52952 2.46283 0.97374 -0.31982 0.74253 0.4916 0.8776 1.97937,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-7,4895475,avdz,18.37674,-3.45529,-4.47175,-2.26295,-4.41891,-1.16053,-1.22798,10.44971,10.53435,0.08464,18.51543,-4.97246,-5.24642,8.29655,18.56496,-4.5808,-5.10138,8.88278,-5.25827,-5.35227,7.9049,7.98954,-12.92569,21.92211,0.20027,-14.80697,0.23222,-12.77403,32.67214,32.35793,-7.45421,7.46474,-13.91409,0.77581,1.12498,-2.16159,5.73374,7.97006,7.66118,8.31934,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.65373 -0.88536 2.71616 1.35908 0.13038 1.61794 2.55856 0.9719 1.27082 3.00692 1.67512 2.33089 3.59134 0.22369 0.83169 2.27535 1.86171 0.29897 0.74509 -1.47273 2.93061 1.97074 -0.37699 3.64227 2.45388 -1.57689 2.40286 1.03824 -0.36719 0.68256 0.5561 0.83023 1.9194,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-6,4895483,avdz,13.12129,-3.07128,-3.88546,-2.06633,-3.85136,-1.02818,-1.08938,6.16456,6.17543,0.01088,13.23945,-4.29503,-4.5227,4.42172,13.27145,-3.98069,-4.4039,4.88686,-4.52441,-4.6094,4.10564,4.11652,-9.77152,15.74873,0.15359,-11.19853,0.18018,-9.66237,23.87093,23.68857,-5.25435,5.19487,-11.67087,0.57737,0.86167,-1.63855,2.2787,4.27489,3.98211,4.59287,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.71823 -0.93272 2.6562 1.42358 0.08301 1.55798 2.62306 0.92453 1.21086 3.07142 1.62775 2.27092 3.65584 0.17633 0.77172 2.33985 1.81434 0.23901 0.80959 -1.52009 2.87064 2.03524 -0.42435 3.5823 2.51838 -1.62425 2.3429 1.10275 -0.41455 0.62259 0.6206 0.78286 1.85943,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-5,4895490,avdz,9.23444,-2.72571,-3.37829,-1.87645,-3.35719,-0.90988,-0.96586,3.13043,3.09093,-0.03951,9.32904,-3.7111,-3.90176,1.71618,9.34814,-3.45927,-3.80468,2.08418,-3.89487,-3.9726,1.46157,1.42206,-7.44609,11.19546,0.11732,-8.51537,0.13928,-7.3732,17.43935,17.33377,-3.71429,3.60471,-9.8091,0.42809,0.65734,-1.31173,-0.07883,1.66749,1.39972,1.96445,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.78273 -0.98009 2.59623 1.48808 0.03565 1.49801 2.68756 0.87717 1.15089 3.13593 1.58038 2.21096 3.72035 0.12896 0.71175 2.40435 1.76697 0.17904 0.87409 -1.56746 2.81068 2.09974 -0.47172 3.52233 2.58288 -1.67162 2.28293 1.16725 -0.46192 0.56262 0.6851 0.7355 1.79947,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-4,4895496,avdz,6.37572,-2.41436,-2.93904,-1.69441,-2.92685,-0.80407,-0.85554,1.02232,0.95039,-0.07193,6.44858,-3.2073,-3.3688,-0.12753,6.45874,-3.00589,-3.28972,0.16312,-3.35428,-3.42651,-0.33221,-0.40414,-5.73417,7.85134,0.08931,-6.52434,0.10731,-5.68956,12.74954,12.68851,-2.63364,2.49222,-8.26316,0.31633,0.49952,-1.10799,-1.63675,-0.10021,-0.35883,0.17566,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.84723 -1.02746 2.53626 1.55258 -0.01172 1.43804 2.75206 0.8298 1.09092 3.20043 1.53302 2.15099 3.78485 0.0816 0.65179 2.46885 1.71961 0.11907 0.93859 -1.61483 2.75071 2.16424 -0.51909 3.46237 2.64738 -1.71899 2.22296 1.23175 -0.50929 0.50266 0.7496 0.68813 1.7395,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-3,4895504,avdz,4.28537,-2.13405,-2.55826,-1.52156,-2.55202,-0.70945,-0.75686,-0.40693,-0.49766,-0.09073,4.34073,-2.77242,-2.91119,-1.34288,4.34487,-2.61154,-2.84699,-1.11366,-2.88981,-2.95804,-1.50712,-1.59785,-4.47382,5.40636,0.06778,-5.04798,0.08244,-4.44964,9.33219,9.29696,-1.87413,1.71549,-6.97839,0.23302,0.37814,-0.97586,-2.61917,-1.35341,-1.57403,-1.1097,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.91173 -1.07482 2.4763 1.61709 -0.05909 1.37807 2.81656 0.78243 1.03096 3.26493 1.48565 2.09102 3.84935 0.03423 0.59182 2.53335 1.67224 0.0591 1.00309 -1.66219 2.69074 2.22874 -0.56645 3.4024 2.71188 -1.76635 2.16299 1.29625 -0.55665 0.44269 0.81411 0.64077 1.67953,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
CCC(F)(F)F,CCC(F)(F)F,0,0,11,11,11125,370K,193592,-2,4895509,avdz,2.76667,-1.88233,-2.228,-1.3592,-2.22559,-0.62496,-0.66862,-1.34366,-1.44309,-0.09943,2.80939,-2.39697,-2.51814,-2.10572,2.80943,-2.26851,-2.46616,-1.92524,-2.49071,-2.55607,-2.23739,-2.33681,-3.54434,3.62764,0.05132,-3.9526,0.06318,-3.53377,6.84078,6.82045,-1.33992,1.17492,-5.90942,0.17118,0.2852,-0.88081,-3.19184,-2.18925,-2.35052,-1.98874,2.4216 4.28971 3.37391 1.26946 3.76036 2.52716 0.36465 2.83373 3.29532 1.02443 1.75316 3.76046 -0.19355 3.44138 4.36231 -0.64552 2.37848 2.528 3.05069 4.96063 2.76504 3.04726 3.45973 3.7431 2.04034 4.8554 4.24065 0.63398 4.58409 2.14892 1.63881 3.19132 1.65239 1.97623 -1.12219 2.41633 1.68159 -0.10645 1.31811 2.88106 0.73507 0.97099 3.32943 1.43829 2.03106 3.91385 -0.01314 0.53185 2.59785 1.62488 -0.00086 1.0676 -1.70956 2.63077 2.29324 -0.61382 3.34243 2.77638 -1.81372 2.10303 1.36075 -0.60402 0.38272 0.87861 0.5934 1.61956,C C C F F F H H H H H C C C F F F H H H H H,"['C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H']"
